number,coformer1,coformer2
7264,COC(=O)C1=C(C(=O)OC)N(c2ccc(C)cc2)C(N)=C(C#N)[C@H]1c1ccc(Br)cc1,O=C(O)[C@@H]1C[C@@H]2C[C@@H]2C[C@H]1C(=O)O
7265,CCOC(=O)C[C@@]1(C(=O)OCC)N(C)C[C@H](C(=O)c2ccccc2)[C@@]12C(=O)N(Cc1ccccc1)c1ccc(F)cc12,CN(C)c1ccc(Cc2ccc(N(C)C)cc2)cc1
7266,Cc1ccc(-c2nnc(-c3ccccc3)o2)cc1,CC1CCC(=O)CC1
7267,Fc1c(F)c(I)c(F)c(F)c1I,C1=CSC(=C2SC=CS2)S1
7268,c1ccc(Oc2ccccc2)cc1,NC(=O)c1ccncc1
7269,COC(=O)[C@]1(O)C(c2ccc(Br)cc2)=Cc2ccccc21,CCC1(CC)C(=O)NC(=O)NC1=O
7270,Fc1c(F)c(F)c(I)c(F)c1F,OC[C@@H]1CC[C@H]2CCCC[C@]12O
7271,O=C(O)C(=O)O,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1
7272,Nc1nc2ccccc2s1,C(=C/c1ccncc1)\c1ccncc1
7273,O=C(O)c1cccc(C(=O)O)c1,O=C(O)/C=C/C(=O)O
7274,O=C1c2ccc(cc2)C(=O)c2ccc(cc2)C(=O)c2ccc(cc2)C(=O)c2ccc(cc2)C(=O)c2ccc1cc2,O=C(O)[C@@H](O)[C@H](O)C(=O)O
7275,O,N#CC(C#N)=c1c(F)c(F)c(=C(C#N)C#N)c(F)c1F
7276,O,Fc1c(I)c(F)c(I)c(F)c1I
7277,O=S1(=O)N[C@@H](c2ccccc2)[C@@H]2CCCC[C@H]2O1,CC1(C)C[C@H](OC(=O)c2ccccc2)C(=O)O1
7278,c1cc2c3c(c1)-c1cccc(c1-3)CCC2,CC1(C)CC(=O)C2=C(C1)O/C(=N\Sc1ccccc1)[C@@](Cl)(C#N)[C@H]2c1ccc(Cl)cc1
7279,C1=CN(c2ccccc2)C=CC1=C1C=CN(c2ccccc2)C=C1,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
7280,CCC1=C(CC)[C@](CC)([C@@H](CC)C(=O)O)OC1=O,O=C(O)c1ccccc1C(=O)O
7281,Cc1ccc(-n2c(-c3cccnc3)cc3c2cc(-c2cccnc2)n3-c2ccc(C)cc2)cc1,C(=C/c1ccncc1)\c1ccncc1
7282,COc1ccc(C#CC2=C(c3ccccc3)OC(/C(=C\c3ccccc3)C(=O)c3ccccc3)=C(c3ccc(OC)cc3)[C@H]2c2ccccc2)cc1,Oc1ccc(O)cc1
7283,Cc1cccc2c1[C@H](C)CCCN2C(=O)c1ccccc1,O=C(O)CCC(=O)O
7284,CN(C)c1ccc([C@@H]2O[C@@H](c3ccc(N(C)C)cc3)[C@H](c3ccc(C(F)(F)F)cc3)[C@H]2c2ccc(C(F)(F)F)cc2)cc1,COC(=O)[C@]1(C(N)=O)C=C[C@@H](O)C[C@@H]1OC(C)(C)C
7285,CC(C)(C)c1cc2ccc3cc(C(C)(C)C)cc4ccc(c1)c2c34,Cc1cc(=O)n(-c2ccccc2)n1C
7286,Cc1cccc(Br)c1,c1ccc2cc3ccccc3cc2c1
7287,Oc1ccc(C(=C(c2ccc(O)cc2)c2ccc(O)cc2)c2ccc(O)cc2)cc1,COc1cc2c(cc1OCc1ccccc1)CCN1C[C@H](CC(C)C)C(=O)C[C@@H]21
7288,Cc1cccc2c1N1[C@@H]3C(=O)O[C@@]1(C)[C@H]([C@@H]2C)[C@H]3C,C1=CSC(=C2SC=CS2)S1
7289,c1c#cc#cc#1,CC[C@H](C)O
7290,O=C1OC2(c3ccccc31)c1cc(Cl)c(O)c(CN(Cc3ccccn3)Cc3ccccn3)c1Oc1c2cc(Cl)c(O)c1CN(Cc1ccccn1)Cc1ccccn1,Cc1ccc(S(=O)(=O)NC2=C([C@H]3C=C(C#Cc4ccccc4)CCC3)CCc3ccccc32)cc1
7291,Cc1ccccc1O[C@@H](C)C(=O)O,Cc1cc(C)c([C@H]([Si](C)(C)C)[Si]([Si](C)(C)C)([Si](C)(C)C)[Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)c(C)c1
7292,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,O=C(OC[C@]12OO[C@](c3ccccc3)(OC[C@@]13CO3)O2)c1ccccc1
7293,O=c1ccc([Si](c2ccc(=O)[nH]c2)(c2ccc(=O)[nH]c2)c2ccc(=O)[nH]c2)c[nH]1,NC(=O)c1cccc(N)c1
7294,CCC[C@H]1C[C@@H]2CC[C@@H](O2)[C@@H](C)C(=O)N1,COC(=O)[C@H]1CC[C@H](OC)[C@H]1N(Cc1ccccc1)[C@H](C)c1ccccc1
7295,COc1cncc(C#Cc2cc(C)nc(N)n2)c1,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1
7296,Oc1ccc(C23CC4CC(C2)CC(c2ccc(O)c(Cl)c2)(C4)C3)cc1Cl,O=C(O)Cc1c[nH]c2ccccc12
7297,O=C(NC(c1ccccc1)(c1ccccc1)c1ccccc1)NC(c1ccccc1)(c1ccccc1)c1ccccc1,C=C(C)C(=O)OCCCCCCOc1ccc(/C=C/c2ccncc2)cc1
7298,C[C@@]1(C#N)c2ccccc2C[C@H]2C(=O)OC(=O)[C@H]21,O=C(O)CCCCCCCCC(=O)O
7299,NC(=O)N1c2ccccc2C=Cc2ccccc21,Fc1c(F)c(I)c(F)c(F)c1I
7300,O=C(O)CCCCCCC(=O)O,O=C(O)CC(O)(CC(=O)O)C(=O)O
7301,Fc1c(F)c(I)c(F)c(F)c1I,[H]/N=C(\C)NCC
7302,N#Cc1ccncc1,O=S(=O)(c1ccc(Nc2ccccn2)cc1)c1ccc(Nc2ccccn2)cc1
7303,Nc1nc(=O)[nH]cc1F,CC1(C)CC[C@]2(C)CCCC(=O)[C@@H]2[C@@H]1O
7304,CC(C)(C)NC(=O)[C@H](N1C(=O)[C@@H]2[C@H]3C=C[C@H](O3)[C@@H]21)C(C)(C)C,Oc1ccc(O)cc1
7305,O=C(O)Cc1c[nH]c2ccccc12,Fc1c(I)c(F)c(I)c(F)c1I
7306,Oc1ccc(O)cc1,O=C(O)CCCCCCC(=O)O
7307,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C1OC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21
7308,O=C(O)CCCC(=O)O,O=C(O)C[C@@H](O)C(=O)O
7309,Fc1c(F)c(F)c(I)c(F)c1F,CCC1(CC)C(=O)C=CNC1=O
7310,CC1=CC(O)=NS(=O)(=O)O1,O=C(O)CCCCCCCC(=O)O
7311,CC(C)=O,c1ccc2nc3ccccc3cc2c1
7312,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,C[C@@]12Cc3ccccc3[C@@H](OO1)O2
7313,CCOC(=O)[C@H](Cc1ccccc1)NC(=O)NC(=O)[C@@H]1SC(N)=C(C#N)[C@H]1c1ccc(OC)cc1,C[C@H]1C(=O)OC2(c3ccccc3C=Cc3ccccc32)[C@@H]1c1ccccc1O
7314,CC#CC#CC,c12c3c4c5c1c1c6c7c2c2c8c3c3c9c4c4c%10c5c5c1c1c6c6c%11c7c2c2c7c8c3c3c8c9c4c4c9c%10c5c5c1c1c6c6c%11c2c2c7c3c3c8c4c4c9c5c1c1c6c2c3c41
7315,C[C@H](NC(=O)NC12CCCC(CCC1)[C@]21Oc2cc3c4cc5c(cc4c4cc6c(cc4c3cc2O1)O[C@@]1(O6)C2CCCC1(NC(=O)N[C@@H](C)C(C)(C)C)CCC2)O[C@@]1(O5)C2CCCC1(NC(=O)N[C@@H](C)C(C)(C)C)CCC2)C(C)(C)C,O=C1CC[C@]2(c3ccccc3)O[C@H]1C[C@@]21Cc2ccccc2C1=O
7316,C1N2CN3CN1CN(C2)C3,C(=C/c1ccncc1)\c1ccncc1
7317,C=C1[C@@H](C(=O)OCC)N(C2CCCCC2)[C@H](c2ccccc2)[C@@H]1c1nnnn1Cc1ccccc1,c1c#cc#cc#1
7318,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,COC(=O)c1nn2c(c1C(=O)OC)C[C@@H]1C(=O)N(c3ccccc3)C(=O)[C@@H]1[C@@H]2Cc1ccccc1
7319,Cc1cc2ncn(Cc3cccnc3)c2cc1C,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)N[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4
7320,c1ccc([C@H]2c3ccccc3-c3c2sc2ccccc32)cc1,CC(=O)/C=C(/C)O
7321,C[C@@H]1N=C(c2ccccc2)c2ccccc2[C@H]1c1ccc(Br)cc1,O=C(O)c1cc(Cl)c(Cl)cc1C(=O)O
7322,C[C@H]1CC[C@H](N)CC1,C=C[C@](C)(CCC=C(C)C)[C@](C)(/C=N/NC(N)=O)CCCCC
7323,CC(C)N(C(=O)/C=C/C(=O)N(C(C)C)C(C)C)C(C)C,O=C(O)c1cc(=O)[nH]c(=O)[nH]1
7324,c1cc(-c2ccncc2)ccn1,CCC(C)(O)CC
7325,c1ccc(C2(NCCNC3(c4ccccc4)c4ccccc4Sc4ccccc43)c3ccccc3Sc3ccccc32)cc1,Cc1cc(=O)n(-c2ccccc2)n1C
7326,O=C1OC(=O)[C@@H]2[C@@H]3C=C[C@H]([C@H]12)[C@@H]([C@@H]1CC=CCC1)C3,O[C@H]1[C@H](F)[C@@H](F)[C@@H](F)[C@H](F)[C@@H]1F
7327,Nc1ccc(S)cc1,C1=CSC(=C2SC=CS2)S1
7328,CN(C(=O)C1=CCCCC1)c1ccccc1,COc1cccc(/C=N/N2C(=S)N=N/C2=C2/C=c3ccccc3=N2)c1O
7329,CC[C@H](Br)C(=O)Nc1ccccc1,c1ccc(-c2c3ccc(ccc4ccc(s4)c(-c4ccccc4)c4ccc(ccc5ccc2s5)s4)s3)cc1
7330,O,O=C(O)C(=O)O
7331,O,C[C@@H]1C=CC(=O)CC1(c1ccccc1)c1ccccc1
7332,C[C@@H](O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,NC(=S)NNC(=O)c1nsnc1N
7333,O=C(O)CCC(=O)O,CCOC(=O)[C@@H](C(C)=O)C1(c2ccccc2)c2ccccc2Oc2ccccc21
7334,COc1ccc(N2[C@@H]3C[C@@](C)(c4ccccc4N3)[C@H]2c2ccc(F)cc2)cc1,O=S(=O)(Nc1ccccc1)C(F)(F)F
7335,NC(=O)NNc1ccccc1,OCCCCCCCCCCCCO
7336,O=C(O)c1ccc2cc(O)ccc2c1,[C-3]C#N
7337,O=C(O)c1cccc2ccccc12,c1c#cc#cc#1
7338,O=C(O)c1cc(F)cc(F)c1,Fc1c(F)c(I)c(F)c(F)c1I
7339,Cc1ccccc1C(=O)O,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
7340,COP(=O)(OC)[C@@H](NC12CCC(CC1)C[C@H]2C(=O)O)c1ccccc1,CC1(C)CC(=O)C2=C(C1)C(=O)[C@H]1CO[C@@H]3OC(=O)C[C@@]231
7341,C[C@@]12C[C@H](O)[C@H](O)[C@H]1OC[C@H](O)[C@@H]2O,COc1ccc(C23CC4(c5ccc(OC)cc5Br)CC(c5ccc(OC)cc5Br)(C2)CC(c2ccc(OC)cc2Br)(C3)C4)c(Br)c1
7342,NNC(=O)c1ccncc1,C1#COC#COC#COC#COC#COC#CO1
7343,CCCCc1ccc2c(c1)sc1c3ccc(CCCC)cc3sc21,c1cc(-c2ccncc2)ccn1
7344,CO[Si@@]1([Si](C)(C)C)[C@H](C23CC4CC(CC(C4)C2)C3)O[Si](C)(C)[Si]([Si](C)(C)C)([Si](C)(C)C)[Si]1(C)C,O=C1C=CC(=O)N1
7345,CC(C)N(C(C)C)P(=O)(C1=NN=P(N(C(C)C)C(C)C)(N(C(C)C)C(C)C)Oc2c(Cl)c(Cl)c(Cl)c(Cl)c21)N(C(C)C)C(C)C,O=C1C(c2ccccc2)=C2c3cccc4cccc(c34)C3=C(c4ccccc4)C4=C(c5cccc6cccc4c56)[C@]1(c1ccccc1)[C@@]23c1ccccc1
7346,COc1cc2c(cc1OC)[C@H]1[C@H](C(C)=O)CC(C)(C)CN1CC2,Cc1ccc([C@@]2(O)C(=O)O[C@@H]3[C@@H](O)CO[C@@]32O)o1
7347,O,Nc1cccc(Cl)c1
7348,O=C(Nc1cccc(Br)c1)[C@H]1CC[C@H]2C(=O)N(CC3CCCCC3)C(=O)[C@@H]12,COC(=O)C1(C(=O)OC)SC(c2ccccc2)(c2ccccc2)[C@@H](c2ccccc2)N1c1ccccc1
7349,COCCN1C[C@]23C=C[C@H](O2)[C@H](C(=O)N/N=C2\C[C@H]4CC[C@]2(C)C4(C)C)[C@@H]3C1=O,Oc1ccc(-c2ccc(O)cc2)cc1
7350,Nc1nccc(=O)[nH]1,Oc1ccc(O)cc1
7351,CC(C)=C(Cl)C1=C2[C@H](C[C@H]2c2ccc(Br)cc2)CN(S(=O)(=O)c2ccc(Br)cc2)C1,CN(C(=O)C1=CCCCC1)c1ccccc1
7352,c1ccc([C@H]2Nc3ccc4cn[nH]c4c3[C@@H]3Nc4ccccc4[C@H]23)cc1,O=Nc1ccccc1
7353,C1COCCOCCOCCOCCOCCO1,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl
7354,O=C(O)c1ccc(Br)cc1,O=Cc1ccccc1OCC(=O)O
7355,O=C(O)c1ccccc1O,CCOC(C)=O
7356,O,Fc1c(F)c(I)c(F)c(F)c1I
7357,c1ccc2c(c1)CCN1CCc3c([nH]c4ccccc34)[C@H]21,CCOC(=O)[C@@]12CCc3ccccc3[C@]1(O)[C@](C)(O)CC2
7358,C=CC(C)(C)[C@H](O)[C@]12CCN(C)[C@H]1N(C(=O)OC(C)(C)C)c1ccccc12,Nc1ncc(Br)nc1Br
7359,CCOC(=O)C1=C2OC[C@@H](OC)[C@H]2CCC1,O=C1NCc2ccc(cc2)CNC(=O)c2cccc(c2)C(=O)NCc2ccc(cc2)CNC(=O)c2cccc1c2
7360,O=C(O)CCCC(=O)O,Fc1c(F)c(I)c(F)c(I)c1F
7361,O=C(O)c1ccc(C(=O)O)cc1,O=C(O)c1cccc(C(=O)O)c1
7362,Cc1ccc(S(=O)(=O)C2=C[C@@H](C)[C@@H](CO)[C@H](C)C2)cc1,O=C1c2ccccc2[C@H]2/C(=C(\Br)OS(=O)(=O)C(F)(F)F)CCCN12
7363,O=C1C=C(OC(c2ccccc2)c2ccccc2)[C@H]2[C@@H]1C2(c1ccccc1)c1ccccc1,C1COCCOCCOCCO1
7364,N#Cc1cccc([C@@H]2c3c(ccc4ccccc34)N[C@H]2c2ccncc2)c1,COC(=O)[C@H]1C[C@@H](C)N2C(=O)c3ccccc3[C@]12O
7365,FC(F)(F)c1ccccc1/N=c1\c(=N\c2ccccc2C(F)(F)F)c2cccc3cccc1c32,COC(=O)C1=C(c2ccccc2)/C(=C\c2ccccc2)[C@]1(NS(=O)(=O)c1ccc(C)cc1)C(F)(F)F
7366,CSC1=C(C)S/C(=C2/SC(C)=C(SC)S2)S1,COc1c2ccoc2c(OCC=C(C)C)c2oc(=O)ccc12
7367,O=C(O)CCC(=O)O,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1
7368,O=C(O)c1ccc(-c2c3nc(c(-c4ccc(C(=O)O)cc4)c4ccc([nH]4)c(-c4ccc(C(=O)O)cc4)c4nc(c(-c5ccc(C(=O)O)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,N#Cc1ccc(/N=N/c2ccc(C#N)cc2)cc1
7369,CCC1=C(c2ccccc2)[C@]2([C@@]34SCCN3C(=O)C(CC)=C4c3ccccc3)SCCN2C1=O,O=C1C(c2ccccc2)=C2c3cccc4cccc(c34)C3=C(c4ccccc4)C4=C(c5cccc6cccc4c56)[C@]1(c1ccccc1)[C@@]23c1ccccc1
7370,Oc1ccc(C(c2ccccc2O)c2ccccc2O)cc1,CCO[C@@H]1CCC([C@](O)(Cc2ccccc2)C(F)(F)F)=CO1
7371,Oc1cc(O)c(Cl)cc1Cl,CC(C)=CCc1ccc(O)c2c1[C@@H](c1cc(C)cc3c1O[C@H](C(C)(C)O)CO3)NC2=O
7372,O[C@H](c1ccccc1)[C@@H](Cc1c(Cl)cccc1Cl)n1nnc2ccccc21,CCOC(=O)[C@@]12SSS[C@@H]3C=C([C@H]1C3)C(C)(C)CC2=O
7373,O=C(O)/C=C/C(=O)O,CCC[C@H](C)CO
7374,Cc1ccc(S(=O)(=O)NCc2ccccc2/N=C/c2ccc(O)cc2O)cc1,NC(=O)c1ccc(O)cc1
7375,O[C@H](c1ccccc1)[C@@H](Cc1c(Cl)cccc1Cl)n1nnc2ccccc21,NS(=O)(=O)c1ccc(C(=O)O)cc1
7376,Cc1ccc(S(=O)(=O)N[C@H]2CC[C@@]3(C)O[C@@H]23)cc1,O=C1[C@@H](CCO)CN2CCN3CCCN4CCN1[C@H]2[C@H]34
7377,NC(=O)c1ccncc1,C#CC[C@@]1(c2ccc(F)cc2)C2=C(CCCO2)c2cc(F)ccc21
7378,O=C(O)c1cc(F)cc(F)c1,O[C@@H]1[C@@H]2O[C@@H]3O[C@H]1[C@H](O)[C@@H](O3)[C@@H]2OCc1ccccc1
7379,Cc1ccccc1O,Cc1ccc(S(=O)(=O)N2CC3=CN(S(=O)(=O)c4ccc(C)cc4)[C@H](c4ccccc4)C=C[C@@H]3C2)cc1
7380,O=C(O)c1ccccc1C(=O)O,O=C(O)c1c(F)c(F)c(C(=O)O)c(F)c1F
7381,CCOC(C)=O,CCN(CC)[P@@]1(=S)Nc2ccccc2N1P1(=S)Nc2ccccc2N1
7382,C[C@@]12C(=O)c3cc4ccccc4cc3[C@@H]1[C@@H]1C=C[C@H]2C1,c1ccc2c(c1)ccc1ccc3ccc4ccc5ccccc5c4c3c12
7383,CCc1ccc(C[C@H]2c3ccccc3-c3cc(C)nn32)cc1,Oc1cc2ccccc2cc1O
7384,NC(=O)c1ccncc1,c1cc(-c2ccncc2)ccn1
7385,Cc1nc(C)c(C)nc1C,CCC/C=C1\OC(=O)[C@@H]2C[C@H]3CC[C@@]12[C@H]1C2=C(CC[C@H]13)[C@H](CCCC)OC2=O
7386,Cc1ccc(C2=C[C@@H]3[C@H]4CCN3[C@H](C4)C2=O)cc1,CC1(C)C=CC(=O)[C@H]([C@@H]2CC(C)(C)C=CC2=O)C1
7387,CC(C)(C)CCO,IC#CI
7388,C[C@@H](c1ccccc1)N([C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1,c1ccc2c(c1)cnc1nc3ncc4ccccc4c3cc12
7389,NC(=O)c1ccc(Br)cc1,CO[C@@]12C=C(c3ccccc3)[C@@H](O1)c1ccccc1C2
7390,N#Cc1ccncc1,COC(=O)n1c2c(c3ccccc31)CCN1C[C@H]3[C@H](CC(=O)[C@@H]4O[C@@H]43)C[C@H]21
7391,CCCCNC(=O)Nc1nc(N(CCCC)CCCC)cc(=O)[nH]1,CC1=NO[C@]2(O)CC(N(C)C)=N[C@]12Cc1ccccc1
7392,O=S(=O)(c1ccccc1)N1N=CC(=C(c2ccccc2)c2ccccc2)[C@H]1c1ccccc1,OCCCCCCCCO
7393,CS(=O)(=O)C1=C2COC(=O)N2[C@@H]2OCCC[C@@H]2C1,c1ccc(C[C@H]2CCC[C@@H]3Oc4ccc5ccccc5c4[C@@H](c4ccccc4)N32)cc1
7394,CC(C(=O)O)(c1ccccc1)c1ccccc1,COCOC[C@]1(c2cccc(C)c2O)CC=CC(C)(C)[C@H]1O
7395,O=C(O)c1ccccc1C(=O)O,CC(=O)O[C@@H]1[C@@H]2C[C@H]3[C@H]4[C@@H]2[C@@]2(Cl)[C@H](Cl)[C@@](Cl)([C@H]31)[C@]4(Cl)C2(Cl)Cl
7396,COc1ccc(OC)c(/C=C/c2cc(OC)ccc2OC)c1,[C-3]O
7397,O=C(O)CCCCCCCC(=O)O,Fc1c(F)c(I)c(F)c(F)c1I
7398,O=[S@]1(c2ccccc2)=N[S@@](=O)(c2ccccc2)=NP(Cl)(Cl)=N1,O=C1c2c(Cl)c(Cl)c(Cl)c(Cl)c2[C@]2(O)[C@@H](c3ccccc3)COCCN12
7399,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,O=C(O)CCC(=O)C(=O)O
7400,CCCC(=O)NC(=O)c1ccccc1,c1cc(-c2ccncc2)ccn1
7401,Oc1cccc(O)c1,N#CC(C#N)=c1c(F)c(F)c(=C(C#N)C#N)c(F)c1F
7402,COC(=O)[C@@]1(C)C(=O)CC[C@]2(O)CCC[C@@H]21,O=C1CCCCCN1
7403,C[C@@H]1O[C@H]2CCCN2C(=O)c2ccccc21,N#Cc1cc(C#N)c(C#N)cc1C#N
7404,c1cc(CCc2ccncc2)ccn1,CNC(=O)N(C)C
7405,OC(c1ccccc1)(c1ccccc1)c1cc(Cl)cc(Cl)c1-c1c(Cl)cc(Cl)cc1C(O)(c1ccccc1)c1ccccc1,COC(=O)[C@@H]1C(NC(C)(C)C)=Nc2ncnn2[C@H]1C(=O)OC
7406,c1ccc2cc3cc4ccccc4cc3cc2c1,c1ccc2c(c1)SC(=C1Sc3ccccc3S1)S2
7407,Cc1ccc(C(=O)N[C@H](C)c2ccccc2)cc1,Oc1ccc(C(=C(c2ccc(O)cc2)c2ccc(O)cc2)c2ccc(O)cc2)cc1
7408,CC1(C)[C@H]2CC[C@@H]3[C@H](O)C(=O)N(CC2)[C@@H]31,O=C(c1ccccc1)c1ccccc1CCO[C@@]1(c2ccccc2)OCCc2ccccc21
7409,CCOc1cccc2c1Oc1ncn3c1[C@H]2SC(C)=C3C,Oc1cc2ccccc2cc1O
7410,IC#Cc1cccc2cc3cccc(C#CI)c3cc12,Nc1ccc(C(=O)O)cc1
7411,C1COCCOCCOCCOCCOCCO1,CC(=O)C[C@@H](OCC[Si](C)(C)C)/C(C)=C(/OC(=O)c1ccccc1)[C@H](C)S(C)(=O)=O
7412,O=C(O)CCC(=O)O,O=C(O)CCl
7413,CCOC(=O)[C@@H](C(=O)c1ccccc1)c1ccccc1,COc1cc(OC)nc(N)n1
7414,O=C(O)c1ccc(O)cc1,COC(=O)C1(C(=O)OC)CC2=C(C)[C@H](c3ccccc3)[C@@H](c3ccccc3)[C@]2(C)O[C@H]1c1ccccc1
7415,c1cc(-c2ccncc2)ccn1,C1=CSC(=C2SC=CS2)S1
7416,Cc1cc(-c2ccccc2)nc(N)n1,CCC[P@@](C)(=O)c1ccccc1
7417,Nc1nc(N)nc(N)n1,COC(=O)[C@H]1N[C@@H](c2ccc(Cl)cc2)[C@H]2C=CC=C[C@@H]1/C2=N\O
7418,N#CN,N#CC(C#N)=c1c(F)c(F)c(=C(C#N)C#N)c(F)c1F
7419,Cc1cc(C)c(C)cc1C,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54
7420,CO[C@H]1C[C@H](O)C(F)(F)[C@H](CO)O1,[C-3]C#N
7421,Fc1c(F)c(I)c(F)c(F)c1I,O=C1NC(=O)C(Br)=C1Br
7422,CC[C@@H]([C@H](ON1C(C)(C)CCCC1(C)C)C(=O)OC)N(C(C)C)C(C)C,CC(C)N(C(=O)[C@]1(C)[C@@H](Br)[C@@H]1c1ccc(Cl)cc1)C(C)C
7423,O=C(CCCC[C@H]1CCSS1)Oc1c(F)c(F)c(I)c(F)c1F,O=C(O)CCC(=O)O
7424,Nc1ccc(C(=O)O)cc1,O=C(C1=CC[C@H](c2ccccc2)[C@H]1C(=O)c1ccccc1)c1ccccc1
7425,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,CN1C(=O)C[C@H](C(O)(c2ccc(F)cc2)c2ccc(F)cc2)N(C)C1=O
7426,N#Cc1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc5c(c4)OCO5)C(=O)[C@H]3[C@@H]3C[C@@H](O)CN32)cc1,c1cc(CCCc2ccncc2)ccn1
7427,c1cc(-c2ccncc2)ccn1,C1N2CN3CN1CN(C2)C3
7428,COCCN1C[C@]23C=C[C@H](O2)[C@H](C(=O)N/N=C2\C[C@H]4CC[C@]2(C)C4(C)C)[C@@H]3C1=O,COc1ccc(C(=O)O)cc1
7429,Cn1c2ccc(Br)cc2c2cc(Br)ccc21,Cc1nccnc1C
7430,NC(=O)c1cnccn1,BrC(Br)=C=C=C(Br)Br
7431,O=C1[C@H]2[C@@H](C(=O)N1Cc1ccc3c(c1)OCO3)[C@@H]1C[C@@H](O)CN1[C@H]2c1ccc(Br)cc1,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
7432,Cc1c2c(c(C)n1-c1ccccc1)SC(=C1Sc3c(c(C)n(-c4ccccc4)c3C)S1)S2,CC(=O)c1c(C)[nH]c2c1-c1ccccc1[C@H]1CCCC[C@@H]1C2=O
7433,O=C(O)/C=C/C(=O)O,C[C@@H]1OC(=O)[C@@H]2[C@H]1C1=C(CCC1=O)O[C@]21CCCO1
7434,Nc1cnc(Br)cn1,CCCCN(Cc1ccco1)C(=O)CCC(=O)N(CCCC)Cc1ccco1
7435,c1ccc2scnc2c1,Cc1cc(C)[nH]n1
7436,c1ccc(-c2ccccn2)nc1,CC(=O)[C@H]1CCC(=O)[C@@H]2[C@H]3C/C(C)=C\CC[C@](C)(O)[C@H](O3)[C@H]12
7437,C=C1C[C@H]2C[C@@]3(C)CCCC[C@H]3[C@@H](O)[C@@H]12,Oc1ccc(O)cc1
7438,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,FC(F)(F)c1cc([C@H]2O[C@@H](c3cccc(Cl)c3Cl)N3CCCC[C@@H]23)c2cccc(C(F)(F)F)c2n1
7439,CC(=O)[C@@H]1c2cccc3cccc(c23)C[C@H]1c1ccccc1Cl,COc1cccc(/C=N/C23CC4CC(CC(C4)C2)C3)c1O
7440,BrCc1ccccc1,O=C(O)c1ccc(O)cc1
7441,Nc1ccccc1N,O=C1C=C(c2ccccc2)[C@H]2[C@@H]3CCC[C@@H]3[C@@H]12
7442,CC1(C)Oc2c3c(cc4oc(=O)ccc24)O[C@@]2(C)CC[C@@H]1[C@@H]3C2,Oc1cc(O)c(Br)cc1Br
7443,COc1cccc(CNc2ccc(C(=O)O)cc2)c1O,NC(=S)NNc1ccccc1
7444,Cn1sc(Cl)cc1=O,N#C/C(=N\O)c1ccc(Br)cc1
7445,O=C(O)[C@H]1C[C@@]1(F)c1ccccc1,CC1(C)C(=O)NC(=O)C1(C)C
7446,c1ccc(CN(Cc2ccccc2)[C@@H]2CC[C@@H]3O[C@@H]32)cc1,C/C(=C/[C@H]1[C@@](C)(C(=O)O)[C@H]([C@H]2[C@@](C)(C(=O)O)[C@H](/C=C(/C)C(=O)O)[C@]2(C)C(=O)O)[C@]1(C)C(=O)O)C(=O)O
7447,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,COC(=O)C1(C(=O)OC)CC2=C(C)[C@H](c3ccccc3)[C@@H](c3ccccc3)[C@]2(C)O[C@H]1c1ccccc1
7448,C/C=C1/C(=O)N(Cc2ccc(OC)cc2)[C@@H]2C(=O)N(C(C)(C)C)[C@H]3Nc4ccccc4[C@@]123,Cc1nc2ccccc2s1
7449,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,O=C1CC[C@@]2(OCC[C@@H]3C=CCC[C@@H]32)O1
